date,daily_return,cumulative_return,portfolio_value,benchmark_daily_return,benchmark_cumulative_return,benchmark_source,benchmark_value
2026-01-07,0.010141446042992056,0.005310779525119935,100531.07795251199,-0.0014496518161711824,0.08360605790535236,official_nse_nifty50_index,108360.60579053524
2026-01-08,-0.007053047328485443,-0.001779724982707398,99822.02750172926,-0.010095349215305638,0.07266667633897717,official_nse_nifty50_index,107266.66763389771
2026-01-09,-0.012118188099590413,-0.013876346040191834,98612.36539598081,-0.007479658459201954,0.06464349595939423,official_nse_nifty50_index,106464.34959593942
2026-01-12,-0.0003018904228630005,-0.01417404732708094,98582.59526729191,0.004164184509000135,0.06907686791287615,official_nse_nifty50_index,106907.68679128762
2026-01-13,-0.001250786533828855,-0.015407105153383172,98459.28948466168,-0.002246973177848277,0.06667468086561779,official_nse_nifty50_index,106667.46808656178
2026-01-14,-0.0009880842658196733,-0.016379965901018867,98362.00340989811,-0.0025920729977498835,0.06390978222796262,official_nse_nifty50_index,106390.97822279626
2026-01-16,0.000725395031916142,-0.01566645281499035,98433.35471850097,0.0011201764229162858,0.0651015488821245,official_nse_nifty50_index,106510.15488821245
2026-01-19,-0.004608318356806984,-0.020202575169703918,97979.74248302961,-0.004236339895735797,0.06058941669758511,official_nse_nifty50_index,106058.94166975851
2026-01-20,-0.018602114859851825,-0.0384288794057841,96157.11205942159,-0.013796877137441155,0.0459565948221381,official_nse_nifty50_index,104595.65948221381
2026-01-21,3.055682062661592e-05,-0.038399496849532255,96160.05031504677,-0.0029723570791637677,0.04284763833302052,official_nse_nifty50_index,104284.76383330206
2026-01-22,0.0026239092780128196,-0.03587634436757392,96412.36556324261,0.005262844082281726,0.048335982855142845,official_nse_nifty50_index,104833.59828551428
2026-01-23,-0.0028095257255680165,-0.03858507458070193,96141.49254192981,-0.0095393813340503,0.038335506148481135,official_nse_nifty50_index,103833.5506148481
2026-01-27,0.0059441710775691645,-0.03287025978748115,96712.97402125188,0.005060152942374163,0.04358964261508991,official_nse_nifty50_index,104358.964261509
2026-01-28,-0.004853077616052319,-0.0375638154815251,96243.61845184749,0.006647362107454091,0.05052676086114105,official_nse_nifty50_index,105052.67608611411
2026-01-29,-0.0017746698477414354,-0.03927182195856538,96072.81780414346,0.003004804135305017,0.05368338801642514,official_nse_nifty50_index,105368.33880164252
2026-01-30,0.004454383856159805,-0.03499236987213994,96500.763012786,-0.00386523413680373,0.04961065501568096,official_nse_nifty50_index,104961.0655015681
2026-02-01,-0.011496268904403233,-0.04608635708289077,95391.36429171092,-0.01955715986753892,0.02908325163686709,official_nse_nifty50_index,102908.3251636867
2026-02-02,0.004404944784140823,-0.04188442015700233,95811.55798429977,0.0105919530159575,0.039983253087713555,official_nse_nifty50_index,103998.32530877135
2026-02-03,0.021433012759383543,-0.021349116709263205,97865.08832907368,0.02547591715693298,0.06647778028797391,official_nse_nifty50_index,106647.77802879739
2026-02-04,0.0029483832019046555,-0.01846367888443967,98153.63211155603,0.001883195251782599,0.06848616617994385,official_nse_nifty50_index,106848.61661799438
2026-02-05,-0.007546213995885032,-0.025870562008311504,97412.94379916885,-0.00516759776536313,0.06296465945527085,official_nse_nifty50_index,106296.46594552709
2026-02-06,0.001059892500006659,-0.024838089522948414,97516.19104770516,0.0019849626405852305,0.06507460459255188,official_nse_nifty50_index,106507.46045925519
2026-02-09,0.008005220828902277,-0.01703170308564539,98296.82969143546,0.0067565200807979675,0.07227080254602947,official_nse_nifty50_index,107227.08025460294
